,dataset,rewiring,num_iterations,borf_batch_add,borf_batch_remove,avg_accuracy,ci,run_duration
0,roman_empire,,50,4,2,0.2783268619837628,0.0,64.53755640983582
0,roman_empire,,50,4,2,0.14772326156018356,0.0,176.9644181728363
0,roman_empire,,50,4,2,0.20278856336039533,0.0,78.17602229118347
